protocol,port,description
tcp,2786,aic-oncrpc - destiny mcd database
tcp,2787,piccolo - cornerstone software
tcp,2788,netware loadable module - seagate software
tcp,2789,media agent
tcp,2790,plg proxy
tcp,2791,mt port registrator
tcp,2792,f5-globalsite
tcp,2793,initlsmsad
tcp,2794,aaftp
tcp,2795,livestats
tcp,2796,ac-tech
tcp,2797,esp-encap
tcp,2798,tmesis-upshot
tcp,2799,icon discover
tcp,2800,acc raid
tcp,2801,igcp
tcp,2802,veritas tcp1
tcp,2803,btprjctrl
tcp,2804,telexis vtu
tcp,2805,wta wsp-s
tcp,2806,cspuni
tcp,2807,cspmulti
tcp,2808,j-lan-p
tcp,2809,corba loc
tcp,2810,active net steward
tcp,2811,gsi ftp
tcp,2812,atmtcp
tcp,2813,llm-pass
tcp,2814,llm-csv
tcp,2815,lbc measurement
tcp,2816,lbc watchdog
tcp,2817,nmsig port
tcp,2818,rmlnk
tcp,2819,fc fault notification
tcp,2820,univision
tcp,2821,vml_dms
tcp,2822,ka0wuc
tcp,2823,cqg net/lan
tcp,2826,slc systemlog
tcp,2827,slc ctrlrloops
tcp,2828,itm license manager
tcp,2829,silkp1
tcp,2830,silkp2
tcp,2831,silkp3
tcp,2832,silkp4
tcp,2833,glishd
tcp,2834,evtp
tcp,2835,evtp-data
tcp,2836,catalyst
tcp,2837,repliweb
tcp,2838,starbot
tcp,2839,nmsigport
tcp,2840,l3-exprt
tcp,2841,l3-ranger
tcp,2842,l3-hawk
tcp,2843,pdnet
tcp,2844,bpcp poll
tcp,2845,bpcp trap
tcp,2846,aimpp hello
tcp,2847,aimpp port req
tcp,2848,amt-blc-port
tcp,2849,fxp
tcp,2850,metaconsole
tcp,2851,webemshttp
tcp,2852,bears-01
tcp,2853,ispipes
tcp,2854,infomover
tcp,2856,cesdinv
tcp,2857,simctip
tcp,2858,ecnp
tcp,2859,active memory
tcp,2860,dialpad voice 1
tcp,2861,dialpad voice 2
tcp,2862,ttg protocol
tcp,2863,sonar data
tcp,2864,main 5001 cmd
tcp,2865,pit-vpn
tcp,2866,lwlistener
tcp,2867,esps-portal
tcp,2868,npep messaging
tcp,2869,ssdp event notification / icslap
tcp,2870,daishi
tcp,2871,msi select play
tcp,2872,contract
tcp,2873,paspar2 zoomin
tcp,2874,dxmessagebase1
tcp,2875,dxmessagebase2
tcp,2876,sps tunnel
tcp,2877,bluelance
tcp,2878,aap
tcp,2879,ucentric-ds
tcp,2880,synapse
tcp,2881,ndsp
tcp,2882,ndtp
tcp,2883,ndnp
tcp,2884,flash msg
tcp,2885,topflow
tcp,2886,responselogic
tcp,2887,aironet
tcp,2888,spcsdlobby
tcp,2889,rsom
tcp,2890,cspclmulti
tcp,2891,cinegrfx-elmd license manager
tcp,2892,snifferdata
tcp,2893,vseconnector
tcp,2894,abacus-remote
tcp,2895,natus link
tcp,2896,ecovisiong6-1
tcp,2897,citrix rtmp
tcp,2898,appliance-cfg
tcp,2899,case.nm.fujitsu.co.jp
tcp,2900,magisoft.com
tcp,2901,allstorcns
tcp,2902,net aspi
tcp,2903,suitcase
tcp,2904,m2ua
tcp,2905,m3ua
tcp,2906,caller9
tcp,2907,webmethods b2b
tcp,2908,mao
tcp,2909,funk dialout
tcp,2910,tdaccess
tcp,2911,blockade
tcp,2912,epicon
tcp,2913,booster ware
tcp,2914,game lobby
tcp,2915,tk socket
tcp,2916,elvin server
tcp,2917,elvin client
tcp,2918,kasten chase pad
tcp,2919,roboer
tcp,2920,roboeda
tcp,2921,cesd contents delivery management
tcp,2922,cesd contents delivery data transfer
tcp,2923,wta-wsp-wtp-s
tcp,2924,precise-vip
tcp,2925,firewall redundancy protocol
tcp,2926,mobile-file-dl
tcp,2927,unimobilectrl
tcp,2928,redstone-cpss
tcp,2929,panja-webadmin
tcp,2930,panja-weblinx
tcp,2931,circle-x
tcp,2932,incp
tcp,2933,4-tier opm gw
tcp,2934,4-tier opm cli
tcp,2935,qtp
tcp,2936,otpatch
tcp,2937,pnaconsult-lm
tcp,2938,sm-pas-1
tcp,2939,sm-pas-2
tcp,2940,sm-pas-3
tcp,2941,sm-pas-4
tcp,2942,sm-pas-5
tcp,2943,ttnrepository
tcp,2944,megaco h-248
tcp,2945,h248 binary
tcp,2946,fjsvmpor
tcp,2947,gpsd
tcp,2948,wap push
tcp,2949,wap push secure
tcp,2950,esip
tcp,2951,ottp
tcp,2952,mpfwsas
tcp,2953,ovalarmsrv
tcp,2954,ovalarmsrv-cmd
tcp,2955,csnotify
tcp,2956,ovrimosdbman
tcp,2957,jamct5
tcp,2958,jamct6
tcp,2959,rmopagt
tcp,2960,dfoxserver
tcp,2961,boldsoft-lm
tcp,2962,iph-policy-cli
tcp,2963,iph-policy-adm
tcp,2964,bullant srap
tcp,2965,bullant rap
tcp,2966,idp-infotrieve
tcp,2967,ssc-agent
tcp,2968,enpp
tcp,2969,upnp / essp
tcp,2970,index-net
tcp,2971,net clip
tcp,2972,pmsm webrctl
tcp,2973,sv networks
tcp,2974,signal
tcp,2975,fujitsu configuration management service
tcp,2976,cns server port
tcp,2977,ttcs enterprise test access protocol - ns
tcp,2978,ttcs enterprise test access protocol - ds
tcp,2979,h.263 video streaming
tcp,2980,instant messaging service
tcp,2981,mylxamport
tcp,2982,iwb-whiteboard
tcp,2983,netplan
tcp,2984,hpidsadmin
tcp,2985,hpidsagent
tcp,2986,stonefalls
tcp,2987,identify
tcp,2988,classify
tcp,2989,zarkov
tcp,2990,boscap
tcp,2991,wkstn-mon
tcp,2992,itb301
tcp,2993,veritas vis1
tcp,2994,veritas vis2
tcp,2995,idrs
tcp,2996,vsixml
tcp,2997,rebol
tcp,2998,real secure
tcp,2999,remoteware unassigned
tcp,3000,remoteware client
tcp,3001,phatbot worm / redwood broker
tcp,3002,remoteware server
tcp,3003,cgms
tcp,3004,csoft agent
tcp,3005,genius license manager
tcp,3006,instant internet admin
tcp,3007,lotus mail tracking agent protocol
tcp,3008,midnight technologies
tcp,3009,pxc-ntfy
tcp,3010,telerate workstation
tcp,3011,trusted web
tcp,3012,trusted web client
tcp,3013,gilat sky surfer
tcp,3014,broker service
tcp,3015,nati dstp
tcp,3016,notify server
tcp,3017,event listener
tcp,3018,service registry
tcp,3019,resource manager
tcp,3020,cifs
tcp,3021,agri server
tcp,3022,csregagent
tcp,3023,magicnotes
tcp,3024,nds_sso
tcp,3025,arepa raft
tcp,3026,agri gateway
tcp,3027,liebdevmgmt_c
tcp,3028,liebdevmgmt_dm
tcp,3029,liebdevmgmt_a
tcp,3030,arepa cas
tcp,3031,agentvu
tcp,3032,redwood chat
tcp,3033,pdb
tcp,3034,osmosis aeea
tcp,3035,fjsv gssagt
tcp,3036,hagel dump
tcp,3037,hp san mgmt
tcp,3038,santak ups
tcp,3039,cogitate inc.
tcp,3040,tomato springs
tcp,3041,di-traceware
tcp,3042,journee
tcp,3043,brp
tcp,3045,responsenet
tcp,3046,di-ase
tcp,3047,fast security hl server
tcp,3048,sierra net pc trader
tcp,3049,nsws
tcp,3050,gds_db
tcp,3051,galaxy server
tcp,3052,apcpcns
tcp,3053,dsom-server
tcp,3054,amt cnf prot
tcp,3055,policy server
tcp,3056,cdl server
tcp,3057,goahead fldup
tcp,3058,videobeans
tcp,3059,qsoft
tcp,3060,interserver
tcp,3061,cautcpd
tcp,3062,ncacn-ip-tcp
tcp,3063,ncadg-ip-udp
tcp,3065,slinterbase
tcp,3066,netattachsdmp
tcp,3067,w32.korgo worm / fjhpjp
tcp,3068,ls3 broadcast
tcp,3069,ls3
tcp,3070,mgxswitch
tcp,3075,orbix 2000 locator
tcp,3076,orbix 2000 config
tcp,3077,orbix 2000 locator ssl
tcp,3078,orbix 2000 locator ssl
tcp,3079,lv front panel
tcp,3080,stm_pproc
tcp,3081,tl1-lv
tcp,3082,tl1-raw
tcp,3083,tl1-telnet
tcp,3084,itm-mccs
tcp,3085,pcihreq
tcp,3086,jdl-dbkitchen
tcp,3105,cardbox
tcp,3106,cardbox http
tcp,3127,w32.mydoom.a virus
tcp,3128,squid http proxy / w32.mydoom.b virus
tcp,3129,master's paradise (windows trojan)
tcp,3130,icpv2
tcp,3131,net book mark
tcp,3141,vmodem
tcp,3142,rdc wh eos
tcp,3143,sea view
tcp,3144,tarantella
tcp,3145,csi-lfap
tcp,3147,rfio
tcp,3148,netmike game administrator
tcp,3149,netmike game server
tcp,3150,netmike assessor administrator
tcp,3151,netmike assessor
tcp,3180,millicent broker server
tcp,3181,bmc patrol agent
tcp,3182,bmc patrol rendezvous
tcp,3262,necp
tcp,3264,cc:mail/lotus
tcp,3265,altav tunnel
tcp,3266,ns cfg server
tcp,3267,ibm dial out
tcp,3268,microsoft global catalog
tcp,3269,microsoft global catalog with ldap/ssl
tcp,3270,verismart
tcp,3271,csoft prev port
tcp,3272,fujitsu user manager
tcp,3273,simple extensible multiplexed protocol
tcp,3274,ordinox server
tcp,3275,samd
tcp,3276,maxim asics
tcp,3277,awg proxy
tcp,3278,lkcm server
tcp,3279,admind
tcp,3280,vs server
tcp,3281,sysopt
tcp,3282,datusorb
tcp,3283,net assistant
tcp,3284,4talk
tcp,3285,plato
tcp,3286,e-net
tcp,3287,directvdata
tcp,3288,cops
tcp,3289,enpc
tcp,3290,caps logistics toolkit - lm
tcp,3291,s a holditch & associates - lm
tcp,3292,cart o rama
tcp,3293,fg-fps
tcp,3294,fg-gip
tcp,3295,dynamic ip lookup
tcp,3296,rib license manager
tcp,3297,cytel license manager
tcp,3298,transview
tcp,3299,pdrncs
tcp,3300,bmc-patrol-agent
tcp,3301,unathorised use by sap r/3
tcp,3302,mcs fastmail
tcp,3303,op session client
tcp,3304,op session server
tcp,3305,odette-ftp
tcp,3306,mysql
tcp,3307,op session proxy
tcp,3308,tns server
tcp,3309,tns adv
tcp,3310,dyna access
tcp,3311,mcns tel ret
tcp,3312,application management server
tcp,3313,unify object broker
tcp,3314,unify object host
tcp,3315,cdid
tcp,3316,aicc/cmi
tcp,3317,vsai port
tcp,3318,swith to swith routing information protocol
tcp,3319,sdt license manager
tcp,3320,office link 2000
tcp,3321,vnsstr
tcp,3325,isi.edu
tcp,3326,sftu
tcp,3327,bbars
tcp,3328,eaglepoint license manager
tcp,3329,hp device disc
tcp,3330,mcs calypso icf
tcp,3331,mcs messaging
tcp,3332,mcs mail server
tcp,3333,dec notes
tcp,3334,direct tv webcasting
tcp,3335,direct tv software updates
tcp,3336,direct tv tickers
tcp,3337,direct tv data catalog
tcp,3338,omf data b
tcp,3339,omf data l
tcp,3340,omf data m
tcp,3341,omf data h
tcp,3342,webtie
tcp,3343,ms cluster net
tcp,3344,bnt manager
tcp,3345,influence
tcp,3346,trnsprnt proxy
tcp,3347,phoenix rpc
tcp,3348,pangolin laser
tcp,3349,chevin services
tcp,3350,findviatv
tcp,3351,btrieve
tcp,3352,ssql
tcp,3353,fatpipe
tcp,3354,suitjd
tcp,3355,hogle (proxy backdoor) / ordinox dbase
tcp,3356,upnotifyps
tcp,3357,adtech test ip
tcp,3358,mp sys rmsvr
tcp,3359,wg netforce
tcp,3360,kv server
tcp,3361,kv agent
tcp,3362,dj ilm
tcp,3363,nati vi server
tcp,3364,creative server
tcp,3365,content server
tcp,3366,creative partner
tcp,3371,ccm.jf.intel.com
tcp,3372,microsoft distributed transaction coordinator (msdtc) / tip 2
tcp,3373,lavenir license manager
tcp,3374,cluster disc
tcp,3375,vsnm agent
tcp,3376,cd broker
tcp,3377,cogsys network license manager
tcp,3378,wsicopy
tcp,3379,socorfs
tcp,3380,sns channels
tcp,3381,geneous
tcp,3382,fujitsu network enhanced antitheft function
tcp,3383,enterprise software products license manager
tcp,3384,cluster management services
tcp,3385,qnxnetman
tcp,3386,gprs data
tcp,3387,back room net
tcp,3388,cb server
tcp,3389,ms terminal server
tcp,3390,distributed service coordinator
tcp,3391,savant
tcp,3392,efi license management
tcp,3393,d2k tapestry client to server
tcp,3394,d2k tapestry server to server
tcp,3395,dyna license manager (elam)
tcp,3396,printer agent
tcp,3397,cloanto license manager
tcp,3398,mercantile
tcp,3399,csms
tcp,3400,csms2
tcp,3401,filecast
tcp,3410,backdoor.optixpro.13
tcp,3421,bull apprise portmapper
tcp,3454,apple remote access protocol
tcp,3455,rsvp port
tcp,3456,vat default data
tcp,3457,vat default control
tcp,3458,d3winosfi
tcp,3459,tip integral
tcp,3460,edm manger
tcp,3461,edm stager
tcp,3462,edm std notify
tcp,3463,edm adm notify
tcp,3464,edm mgr sync
tcp,3465,edm mgr cntrl
tcp,3466,workflow
tcp,3467,rcst
tcp,3468,ttcm remote controll
tcp,3469,pluribus
tcp,3470,jt400
tcp,3471,jt400-ssl
tcp,3535,ms-la
tcp,3563,watcom debug
tcp,3572,harlequin.co.uk
tcp,3672,harlequinorb
tcp,3689,apple digital audio access protocol
tcp,3802,vhd
tcp,3845,v-one single port proxy
tcp,3862,giga-pocket
tcp,3875,pnbscada
tcp,3900,unidata udt os
tcp,3984,mapper network node manager
tcp,3985,mapper tcp/ip server
tcp,3986,mapper workstation server
tcp,3987,centerline
tcp,4000,terabase
tcp,4001,cisco mgmt / newoak
tcp,4002,pxc-spvr-ft
tcp,4003,pxc-splr-ft
tcp,4004,pxc-roid
tcp,4005,pxc-pin
tcp,4006,pxc-spvr
tcp,4007,pxc-splr
tcp,4008,netcheque accounting
tcp,4009,chimera hwm
tcp,4010,samsung unidex
tcp,4011,alternate service boot
tcp,4012,pda gate
tcp,4013,acl manager
tcp,4014,taiclock
tcp,4015,talarian mcast
tcp,4016,talarian mcast
tcp,4017,talarian mcast
tcp,4018,talarian mcast
tcp,4019,talarian mcast
tcp,4045,nfs-lockd
tcp,4096,bre (bridge relay element)
tcp,4097,patrol view
tcp,4098,drmsfsd
tcp,4099,dpcp
tcp,4132,nuts daemon
tcp,4133,nuts bootp server
tcp,4134,nifty-serve hmi protocol
tcp,4141,workflow server
tcp,4142,document server
tcp,4143,document replication
tcp,4144,compuserve pc windows
tcp,4160,jini discovery
tcp,4199,eims admin
tcp,4299,earth.path.net
tcp,4300,corel ccam
tcp,4321,remote who is
tcp,4333,mini-sql server
tcp,4343,unicall
tcp,4344,vinainstall
tcp,4345,macro 4 network as
tcp,4346,elan lm
tcp,4347,lan surveyor
tcp,4348,itose
tcp,4349,file system port map
tcp,4350,net device
tcp,4351,plcy net services
tcp,4353,f5 iquery
tcp,4397,phatbot worm
tcp,4442,saris
tcp,4443,pharos
tcp,4444,adsubtract / nv video default
tcp,4445,upnotifyp
tcp,4446,n1-fwp
tcp,4447,n1-rmgmt
tcp,4448,asc licence manager
tcp,4449,privatewire
tcp,4450,camp
tcp,4451,cti system msg
tcp,4452,cti program load
tcp,4453,nss alert manager
tcp,4454,nss agent manager
tcp,4455,pr chat user
tcp,4456,pr chat server
tcp,4457,pr register
tcp,4500,sae-urn
tcp,4501,urn-x-cdchoice
tcp,4545,worldscores
tcp,4546,sf license manager (sentinel)
tcp,4547,lanner license manager
tcp,4557,fax transmission service
tcp,4559,hylafax client-service protocol
tcp,4567,tram
tcp,4568,bmc reporting
tcp,4600,piranha1
tcp,4601,piranha2
tcp,4661,edonkey2k
tcp,4662,edonkey2k
tcp,4663,edonkey
tcp,4665,edonkey2k
tcp,4672,remote file access server
tcp,4675,emule
tcp,4711,emule
tcp,4751,w32.beagle.v trojan
tcp,4772,emule
tcp,4800,icona instant messenging system
tcp,4801,icona web embedded chat
tcp,4802,icona license system server
tcp,4820,backdoor.tuxter
tcp,4827,htcp
tcp,4837,varadero-0
tcp,4838,varadero-1
tcp,4868,photon relay
tcp,4869,photon relay debug
tcp,4885,abbs
tcp,4899,radmin win32 remote control
tcp,4983,at&t intercom
tcp,5000,upnp / filmaker.com / socket de troie (windows trojan)
tcp,5001,filmaker.com / socket de troie (windows trojan)
tcp,5002,radio free ethernet
tcp,5003,filemaker inc. - proprietary transport
tcp,5004,avt-profile-1
tcp,5005,avt-profile-2
tcp,5006,wsm server
tcp,5007,wsm server ssl
tcp,5010,telepathstart
tcp,5011,telepathattack
tcp,5020,zenginkyo-1
tcp,5021,zenginkyo-2
tcp,5042,asnaacceler8db
tcp,5050,yahoo messenger / multimedia conference control tool
tcp,5051,ita agent
tcp,5052,ita manager
tcp,5055,unot
tcp,5060,sip
tcp,5069,i/net 2000-npr
tcp,5071,powerschool
tcp,5093,sentinel lm
tcp,5099,sentlm srv2srv
tcp,5101,yahoo! messenger
tcp,5145,rmonitor secure
tcp,5150,ascend tunnel management protocol
tcp,5151,esri sde instance
tcp,5152,esri sde instance discovery
tcp,5165,ife_1corp
tcp,5190,america-online
tcp,5191,americaonline1
tcp,5192,americaonline2
tcp,5193,americaonline3
tcp,5200,targus aib 1
tcp,5201,targus aib 2
tcp,5202,targus tnts 1
tcp,5203,targus tnts 2
tcp,5222,jabber server
tcp,5232,sgi distribution graphics
tcp,5236,padl2sim
tcp,5272,pk
tcp,5300,ha cluster heartbeat
tcp,5301,ha cluster general services
tcp,5302,ha cluster configuration
tcp,5303,ha cluster probing
tcp,5304,ha cluster commands
tcp,5305,ha cluster test
tcp,5306,sun mc group
tcp,5307,sco aip
tcp,5308,cfengine
tcp,5309,j printer
tcp,5310,outlaws
tcp,5311,tm login
tcp,5373,w32.gluber.b@mm
tcp,5400,excerpt search / blade runner (windows trojan)
tcp,5401,excerpt search secure / blade runner (windows trojan)
tcp,5402,mftp / blade runner (windows trojan)
tcp,5403,hpoms-ci-lstn
tcp,5404,hpoms-dps-lstn
tcp,5405,netsupport
tcp,5406,systemics sox
tcp,5407,foresyte-clear
tcp,5408,foresyte-sec
tcp,5409,salient data server
tcp,5410,salient user manager
tcp,5411,actnet
tcp,5412,continuus
tcp,5413,wwiotalk
tcp,5414,statusd
tcp,5415,ns server
tcp,5416,sns gateway
tcp,5417,sns agent
tcp,5418,mcntp
tcp,5419,dj-ice
tcp,5420,cylink-c
tcp,5421,net support 2
tcp,5422,salient mux
tcp,5423,virtualuser
tcp,5426,devbasic
tcp,5427,sco-peer-tta
tcp,5428,telaconsole
tcp,5429,billing and accounting system exchange
tcp,5430,radec corp
tcp,5431,park agent
tcp,5432,postgres database server
tcp,5435,data tunneling transceiver linking (dttl)
tcp,5454,apc-tcp-udp-4
tcp,5455,apc-tcp-udp-5
tcp,5456,apc-tcp-udp-6
tcp,5461,silkmeter
tcp,5462,ttl publisher
tcp,5465,netops-broker
tcp,5490,squid http proxy
tcp,5500,fcp-addr-srvr1
tcp,5501,fcp-addr-srvr2
tcp,5502,fcp-srvr-inst1
tcp,5503,fcp-srvr-inst2
tcp,5504,fcp-cics-gw1
tcp,5510,ace/server services
tcp,5520,ace/server services
tcp,5530,ace/server services
tcp,5540,ace/server services
tcp,5550,ace/server services / xtcp 2.0x
tcp,5554,sasser worm ftp backdoor / sgi esp http
tcp,5555,personal agent / w32.mimail.p@mm
tcp,5556,mtbd (mtb backup)
tcp,5559,enterprise security remote install axent.com
tcp,5599,enterprise security remote install
tcp,5600,enterprise security manager
tcp,5601,enterprise security agent
tcp,5602,a1-msc
tcp,5603,a1-bs
tcp,5604,a3-sdunode
tcp,5605,a4-sdunode
tcp,5631,pcanywheredata
tcp,5632,pcanywherestat
tcp,5678,linksys etherfast router remote administration / remote replication agent connection
tcp,5679,direct cable connect manager
tcp,5680,canna (japanese input)
tcp,5713,proshare conf audio
tcp,5714,proshare conf video
tcp,5715,proshare conf data
tcp,5716,proshare conf request
tcp,5717,proshare conf notify
tcp,5729,openmail user agent layer
tcp,5741,ida discover port 1
tcp,5742,ida discover port 2 / wincrash (windows trojan)
tcp,5745,fcopy-server
tcp,5746,fcopys-server
tcp,5755,openmail desk gateway server
tcp,5757,openmail x.500 directory server
tcp,5766,openmail newmail server
tcp,5767,openmail suer agent layer (secure)
tcp,5768,openmail cmts server
tcp,5771,netagent
tcp,5800,vnc virtual network computing
tcp,5801,vnc virtual network computing
tcp,5813,icmpd
tcp,5859,wherehoo
tcp,5882,y3k
tcp,5900,vnc virtual network computing
tcp,5901,vnc virtual network computing
tcp,5968,mppolicy-v5
tcp,5969,mppolicy-mgr
tcp,5977,ncd preferences tcp port
tcp,5978,ncd diagnostic tcp port
tcp,5979,ncd configuration tcp port
tcp,5980,vnc virtual network computing
tcp,5981,vnc virtual network computing
tcp,5987,solaris web enterprise management rmi
tcp,5997,ncd preferences telnet port
tcp,5998,ncd diagnostic telnet port
tcp,5999,cvsup
tcp,6000,x-windows / w32.lovegate.ak virus
tcp,6001,cisco mgmt
tcp,6003,half-life won server
tcp,6063,x windows system mit.edu
tcp,6064,ndl-ahp-svc
tcp,6065,winpharaoh
tcp,6066,ewctsp
tcp,6067,srb
tcp,6068,gsmp
tcp,6069,trip
tcp,6070,messageasap
tcp,6071,ssdtp
tcp,6072,diagnose-proc
tcp,6073,directplay8
tcp,6100,synchronet-db
tcp,6101,synchronet-rtc
tcp,6102,synchronet-upd
tcp,6103,rets
tcp,6104,dbdb
tcp,6105,prima server
tcp,6106,mps server
tcp,6107,etc control
tcp,6108,sercomm-scadmin
tcp,6109,globecast-id
tcp,6110,hp softbench cm
tcp,6111,hp softbench sub-process control
tcp,6112,dtspcd / blizzard battlenet
tcp,6123,backup express
tcp,6129,dameware
tcp,6141,meta corporation license manager
tcp,6142,aspen technology license manager
tcp,6143,watershed license manager
tcp,6144,statsci license manager - 1
tcp,6145,statsci license manager - 2
tcp,6146,lone wolf systems license manager
tcp,6147,montage license manager
tcp,6148,ricardo north america license manager
tcp,6149,tal-pod
tcp,6253,crip
tcp,6321,empress software connectivity server 1
tcp,6322,empress software connectivity server 2
tcp,6346,gnutella/bearshare file sharing application
tcp,6348,limewire p2p
tcp,6389,clariion-evr01
tcp,6400,saegatesoftware.com
tcp,6401,saegatesoftware.com
tcp,6402,saegatesoftware.com
tcp,6403,saegatesoftware.com
tcp,6404,saegatesoftware.com
tcp,6405,saegatesoftware.com
tcp,6406,saegatesoftware.com
tcp,6407,saegatesoftware.com
tcp,6408,saegatesoftware.com
tcp,6409,saegatesoftware.com
tcp,6410,saegatesoftware.com
tcp,6455,skip certificate receive
tcp,6456,skip certificate send
tcp,6471,lvision license manager
tcp,6500,boks master
tcp,6501,boks servc
tcp,6502,boks servm
tcp,6503,boks clntd
tcp,6505,boks admin private port
tcp,6506,boks admin public port
tcp,6507,boks dir server private port
tcp,6508,boks dir server public port
tcp,6547,apc-tcp-udp-1
tcp,6548,apc-tcp-udp-2
tcp,6549,apc-tcp-udp-3
tcp,6550,fg-sysupdate
tcp,6558,xdsxdm
tcp,6588,analogx web proxy
tcp,6665,internet relay chat
tcp,6666,irc / windows media unicast service
tcp,6667,irc
tcp,6668,irc
tcp,6669,irc
tcp,6670,vocaltec global online directory / deep throat 2 (windows trojan)
tcp,6672,vision_server
tcp,6673,vision_elmd
tcp,6699,napster
tcp,6700,napster / carracho (server)
tcp,6701,kti/icad nameserver
tcp,6701,napster / carracho (server)
tcp,6711,subseven (windows trojan)
tcp,6723,ddos communication tcp
tcp,6767,bmc perform agent
tcp,6768,bmc perform mgrd
tcp,6776,subseven/backdoor-g (windows trojan)
tcp,6777,w32.beagle.a trojan
tcp,6789,ibm db2
tcp,6790,hnmp / ibm db2
tcp,6831,ambit-lm
tcp,6841,netmo default
tcp,6842,netmo http
tcp,6850,iccrushmore
tcp,6881,bittorrent network
tcp,6888,muse
tcp,6891,ms messenger file transfer
tcp,6901,ms messenger voice calls
tcp,6961,jmact3
tcp,6962,jmevt2
tcp,6963,swismgr1
tcp,6964,swismgr2
tcp,6965,swistrap
tcp,6966,swispol
tcp,6969,acmsoda
tcp,6998,iatp-highpri
tcp,6999,iatp-normalpri
tcp,7000,irc / file server itself
tcp,7001,weblogic server / callbacks to cache managers
tcp,7002,weblogic server (ssl) / half-life auth server / users & groups database
tcp,7003,volume location database
tcp,7004,afs/kerberos authentication service
tcp,7005,volume managment server
tcp,7006,error interpretation service
tcp,7007,windows media services / basic overseer process
tcp,7008,server-to-server updater
tcp,7009,remote cache manager service
tcp,7010,onlinet uninterruptable power supplies
tcp,7011,talon discovery port
tcp,7012,talon engine
tcp,7013,microtalon discovery
tcp,7014,microtalon communications
tcp,7015,talon webserver
tcp,7020,dp serve
tcp,7021,dp serve admin
tcp,7070,arcp
tcp,7099,lazy-ptop
tcp,7100,x font service
tcp,7121,virtual prototypes license manager
tcp,7141,vnet.ibm.com
tcp,7161,catalyst
tcp,7174,clutild
tcp,7200,fodms flip
tcp,7201,dlip
tcp,7323,3.11 remote administration
tcp,7326,internet citizen's band
tcp,7390,the swiss exchange swx.ch
tcp,7395,winqedit
tcp,7426,openview dm postmaster manager
tcp,7427,openview dm event agent manager
tcp,7428,openview dm log agent manager
tcp,7429,openview dm rqt communication
tcp,7430,openview dm xmpv7 api pipe
tcp,7431,openview dm ovc/xmpv3 api pipe
tcp,7437,faximum
tcp,7491,telops-lmd
tcp,7511,pafec-lm
tcp,7544,flowanalyzer displayserver
tcp,7545,flowanalyzer utilityserver
tcp,7566,vsi omega
tcp,7570,aries kfinder
tcp,7588,sun license manager
tcp,7597,trojan worm
tcp,7633,pmdf management
tcp,7640,cuseeme
tcp,7777,oracle app server / cbt
tcp,7778,windows media services / interwise
tcp,7781,accu-lmgr
tcp,7786,minivend
tcp,7932,tier 2 data resource manager
tcp,7933,tier 2 business rules manager
tcp,7967,supercell
tcp,7979,micromuse-ncps
tcp,7980,quest vista
tcp,7999,irdmi2
tcp,8000,http/irdmi
tcp,8001,http/vcom tunnel
tcp,8002,http/teradata ordbms
tcp,8007,apache jserv protocol
tcp,8008,http alternate
tcp,8009,apache jserv protocol
tcp,8010,wingate http proxy
tcp,8032,proed
tcp,8033,mindprint
tcp,8080,http / http proxy
tcp,8081,http / http proxy
tcp,8082,blackice capture
tcp,8129,snapstream pvs server
tcp,8130,indigo-vrmi
tcp,8131,indigo-vbcp
tcp,8160,patrol
tcp,8161,patrol snmp
tcp,8181,ipswitch imail / monitor
tcp,8200,trivnet
tcp,8201,trivnet
tcp,8204,lm perfworks
tcp,8205,lm instmgr
tcp,8206,lm dta
tcp,8207,lm sserver
tcp,8208,lm webwatcher
tcp,8351,server find
tcp,8376,cruise enum
tcp,8377,cruise swroute
tcp,8378,cruise config
tcp,8379,cruise diags
tcp,8380,cruise update
tcp,8383,web email
tcp,8400,cvd
tcp,8401,sabarsd
tcp,8402,abarsd
tcp,8403,admind
tcp,8431,micro pc-cilin
tcp,8450,npmp
tcp,8473,virtual point to point
tcp,8484,ipswitch imail
tcp,8554,rtsp alternate (see port 554)
tcp,8733,ibus
tcp,8763,mc-appserver
tcp,8764,openqueue
tcp,8765,ultraseek http
tcp,8804,truecm
tcp,8866,w32.beagle.b trojan
tcp,8880,cddbp
tcp,8888,newsedge server tcp / answerbook2
tcp,8889,desktop data tcp 1
tcp,8890,desktop data tcp 2
tcp,8891,desktop data tcp 3: ness application
tcp,8892,desktop data tcp 4: farm product
tcp,8893,desktop data tcp 5: newsedge/web application
tcp,8894,desktop data tcp 6: coal application
tcp,8900,jmb-cds 1
tcp,8901,jmb-cds 2
tcp,8967,win32/dabber (windows worm)
tcp,8999,firewall
tcp,9000,cslistener
tcp,9001,cisco-xremote
tcp,9090,websm
tcp,9100,hp jetdirect
tcp,9160,netlock1
tcp,9161,netlock2
tcp,9162,netlock3
tcp,9163,netlock4
tcp,9164,netlock5
tcp,9200,wap connectionless session service
tcp,9201,wap session service
tcp,9202,wap secure connectionless session service
tcp,9203,wap secure session service
tcp,9204,wap vcard
tcp,9205,wap vcal
tcp,9206,wap vcard secure
tcp,9207,wap vcal secure
tcp,9273,backgate (windows rootkit)
tcp,9274,backgate (windows rootkit)
tcp,9275,backgate (windows rootkit)
tcp,9276,backgate (windows rootkit)
tcp,9277,backgate (windows rootkit)
